ID,Roots,Glosses,Occurrences,Comments,LN Base,LN Sense,LN Gloss,LN Definition,LN Note,LN Tag,Categories,Examples,Exhaustive Examples,Level,Expansion Rule,Expansion Rule Status,Distribution,ParentID,Brief Gloss,Linguists Assistant
174140,patient,,3,,,0,"to be patient, not get angry quickly",,,,G_B____,"4,42,9,41|(NPp|Jesus|)|(VP|be|)|(APP|patient|)|~Jesus was patient.",4|51|1|11|N|personA|beD|||4|51|3|12|N|personA|beD|||4|56|2|2|N|manA|beD|||,1,,0,,14,,1
174142,peaceful,,12,,,0,"quiet and calm, without worry",,,,Gab____,,4|41|5|34|N|womanA|beD|||4|49|1|2|N|personA|beD|||4|49|6|23|N|personA|beD|||4|51|1|2|N|personA|beD|||4|51|3|15|N|||relationshipA||4|52|1|1|N|personA|beD|||4|52|5|23|N|personA|beD|||4|53|1|2|N|personA|beD|||4|53|3|16|N|personA|beD|||4|53|3|16|N|personA|beD|||4|56|1|4|N|TitusA|beD|||4|57|1|3|N|PhilemonA|beD|||,1,,0,,20,,1
174145,poisonous,,4,,,0,"to be poisonous, like a poisonous snake",,,,GA_____,"4,41,16,18|(NPp|person|)|(VP|hold|)|(NPP|(APA|poisonous|)|snake|)|~The people held a poisonous snake.",4|41|16|18|N|||snakeA||4|41|16|18|N|||drinkA||4|41|16|18|N|||drinkA||4|42|3|7|N|||snakeA||,1,,0,,20,,1
174147,possible,,5,,,0,It is possible that John read that book.,,,,G_B____,,4|40|5|3|N|||spiritA||4|41|10|27|N|[save-C]|beV|||4|41|10|27|N|[save-C]|beV|||4|42|20|44|N|[be-M]|beV|||4|42|20|44|N|[be-M]|beV|||,1,,0,,,,0
174149,powerful,,29,,,0,having political or similar power,,,,G_B____,"4,2,8,19|(NPp|(APA|powerful|)|god|)|(VP|change|)|(NPP|dust|)|(NPd|gnat|)|~A powerful god changed dust to gnats.4,2,15,11|(NPp|Yahweh|)|(VP|be|)|(APP|powerful|)|~Yahweh is powerful.4,17,9,4|(NPp|Mordecai|)|(VP|become|)|(APP|powerful|)|~Mordecai became powerful.",4|1|26|16|T|IsaacA|beD|||4|1|50|7|N|||personA||4|2|3|11|N|MosesA|beD|||4|2|3|19|I|||personA||4|2|3|19|I|||personA||4|8|4|11|N|BoazA|becomeA|||4|17|1|3|N|||personA||4|17|1|3|N|||personA||4|17|1|5|N|||personA||4|17|1|5|N|||personA||4|17|5|11|C|HamanA|becomeA||officialA|4|17|9|4|I|||officialA||4|17|9|4|I|MordecaiA|beD|||4|17|10|1|N|MordecaiA|becomeA|||4|17|10|2|I|MordecaiA|becomeA|||4|17|10|3|C|XerxesA|beD||MordecaiA|4|17|10|3|S|||JewA||4|27|2|10|N|||kingA||4|27|2|20|N|GodA|beD|||4|27|3|30|I|||leaderA||4|27|5|18|N|NebuchadnezzarA|beD|||4|27|8|24|N|||personA||4|27|11|3|N|||kingA||4|27|11|4|L|kingdomA|beD|||4|27|11|22|E|||armyA||4|27|11|22|E|||armyA||4|27|11|23|N|manA|becomeA|||4|27|11|25|N|manA|becomeA|||4|41|13|26|I|Son-of-ManA|beD|||,1,,0,,23,,1
174151,pregnant,,51,,,0,complex - to have a baby in the womb,,,,G_B____,"4,8,4,13|(NPp|Ruth|)|(VP|be|)|(APP|pregnant|)|~Ruth was pregnant.4,40,24,19|(NPp|(APA|pregnant|)|woman|)|(VP|have|)|(NPS|(APA|many|)|problem|)|~Pregnant women have many problems.",4|1|4|1|N|EveA|becomeA|||4|1|4|17|N|wifeA|becomeA|||4|1|16|4|N|HagarA|becomeA|||4|1|16|4|N|HagarA|beD|||4|1|16|5|N|slaveA|becomeA|||4|1|16|11|N|HagarA|beD|||4|1|19|30|N|daughterA|becomeA|||4|1|19|36|N|daughterA|becomeA|||4|1|20|18|N|womanA|becomeA|||4|1|21|2|N|SarahA|becomeA|||4|1|25|21|N|RebekahA|becomeA|||4|1|25|21|N|RebekahA|becomeA|||4|1|25|22|N|RebekahA|beD|||4|1|29|32|N|LeahA|becomeA|||4|1|29|33|N|LeahA|becomeA|||4|1|29|34|N|LeahA|becomeA|||4|1|29|35|N|LeahA|becomeA|||4|1|29|35|N|LeahA|becomeA|||4|1|30|5|N|BilhahA|becomeA|||4|1|30|7|N|servantA|becomeA|||4|1|30|9|N|LeahA|becomeA|||4|1|30|17|N|LeahA|becomeA|||4|1|30|19|N|LeahA|becomeA|||4|1|30|22|N|RachelA|becomeA|||4|1|38|3|N|womanA|becomeA|||4|1|38|9|N|TamarA|becomeA|||4|1|38|18|N|TamarA|becomeA|||4|1|38|24|N|TamarA|beD|||4|1|38|25|N|TamarA|becomeA|||4|2|2|2|N|womanA|becomeA|||4|2|21|22|N|||womanA||4|7|13|3|N|wifeA|becomeA|||4|7|13|5|N|wifeA|becomeA|||4|7|13|7|N|wifeA|becomeA|||4|8|4|13|N|RuthA|becomeA|||4|9|1|20|N|HannahA|becomeA|||4|9|4|19|N|daughter-in-lawA|beD|||4|10|11|5|N|BathshebaA|becomeA|||4|10|11|5|N|BathshebaA|beD|||4|10|12|24|N|BathshebaA|becomeA|||4|40|1|18|N|MaryA|becomeA|||4|40|1|19|N|MaryA|beD|||4|40|1|20|N|MaryA|becomeA|||4|40|1|23|N|womanA|becomeA|||4|42|1|24|N|ElizabethA|becomeA|||4|42|1|25|N|ElizabethA|becomeA|||4|42|1|26|N|ElizabethA|beD|||4|42|2|1|N|MaryA|beD|||4|42|2|5|N|MaryA|beD|||7|2|2|3|N|motherA|beD|||7|2|3|14|N|KandeA|becomeA|||,2,,0,,11,,1
174153,prosperous,,8,,,0,"complex - financially successful, having sufficient wealth",,,,Gab____,,4|6|1|8|N|JoshuaA|becomeA|||4|27|4|1|N|personA|beD|||4|27|4|4|N|NebuchadnezzarA|beD|||4|27|4|27|N|kingA|beD|||4|27|6|25|I|personA|beD|||4|27|6|28|N|DanielA|beD|||4|27|8|12|I|hornA|beD|||4|27|8|25|N|kingA|becomeA|||,2,,0,,24,,1
174155,proud,,5,,,0,to be proud of someone; this is not a sin (Mary was proud of John.),,,,G__C___,"6,3,1,18|(NPp|Mary|)|(VP|be|)|(APP|proud|(NPP|John|)|)|~Mary is proud of John.",6|3|1|18|N|MaryA|beD||JohnA|4|52|2|19|I|PaulA|beD||personA|4|52|2|20|I|PaulA|beD||personA|4|53|1|4|N|PaulA|beD||personA|7|2|5|10|N|parentA|beD||InikoA|,1,,0,,,,0
174157,purple,,8,,,0,the color,,,,LA_____,"4,17,8,15|(NPp|Mordecai|)|(VP|wear|)|(NPP|(APA|purple|)|robe|)|~Mordecai wore a purple robe.",4|2|25|4|N|||threadA||4|7|8|26|N|||robeA||4|17|8|15|N|||robeA||4|27|5|7|N|||robeA||4|27|5|16|N|||clothesA||4|27|5|29|N|||clothesA||4|41|15|17|N|||robeA||4|41|15|20|N|||robeA||,1,,0,,3,,1
174160,ready,,9,,,0,"to be ready, no event is mentioned.   (John was ready.)",,,,G_B____,"4,40,24,42|(NPp|disciple|)|(VP|be|)|(APP|ready|)|~The disciples were ready.",4|7|18|16|N|manA|beD|||[fight-A]4|10|15|26|N|DavidA|beD|||4|41|4|28|N|seedA|becomeA|||4|41|4|29|N|seedA|beD|||4|41|13|33|N|followerA|beD|||4|41|13|35|N|followerA|beD|||4|41|13|36|N|personA|beD|||4|42|12|40|N|discipleA|beD|||4|42|21|34|N|discipleA|beD|||,1,,0,,23,,1
174162,ready,,5,,,0,to be ready for someone else to do something (John is ready for Mary to read that book.),,,,G____E_,"4,40,9,37|(NPp|person|)|(VP|be|)|(APP|ready|[p|(NPp|disciple|)|(VP|harvest|)|(NPP|person|)|]|)|~The people are ready for the disciples to harvest them.",4|41|10|38|N|JamesA|beD|||[happen-A]4|41|10|38|N|JamesA|beD|||[wash/Abaptize-A]4|41|13|32|N|followerA|beD|||[return-B]4|41|13|34|N|servantB|beD|||[return-B]4|41|14|8|N|bodyA|beD|||[bury-A],1,,0,,,,0
174164,religious,,41,,,0,"religious, having to do with religion",,,,,,4|16|8|1|N|||lawA||4|16|8|2|N|||lawA||4|16|8|4|N|||lawA||4|16|8|9|N|||lawA||4|16|8|9|N|||lawA||4|16|8|13|N|||lawA||4|16|8|13|N|||lawA||4|16|8|14|N|||lawA||4|16|8|15|N|||lawA||4|40|2|4|N|||law/ALawA||4|40|5|17|N|||lawB||4|40|5|17|N|||lawB||4|40|5|18|N|||lawB||4|40|5|18|N|||lawB||4|40|5|21|N|||lawA||4|40|5|27|N|||lawA||4|40|5|31|N|||lawA||4|40|5|33|N|||lawA||4|40|5|38|N|||lawA||4|40|5|43|N|||lawA||4|41|1|22|N|||law/ALawA||4|41|2|24|N|||lawA||4|41|2|24|N|||lawA||4|41|2|26|N|||lawA||4|41|3|4|N|||lawA||4|41|3|4|N|||lawA||4|41|3|4|N|||lawA||4|41|3|4|N|||lawA||4|41|7|1|N|||lawA||4|41|7|5|N|||customA||4|41|7|5|N|||customA||4|41|7|7|N|||customA||4|41|7|8|N|||customA||4|41|7|9|N|||customA||4|41|7|13|N|||customA||4|41|8|31|N|||lawB||4|41|9|11|N|||lawA||4|41|9|14|N|||lawA||4|41|10|2|N|||lawB||4|41|12|14|N|||lawA||4|41|12|14|N|||lawA||,1,,0,,,,0
174166,rich,,73,,,0,to have a lot of money,,,,Gab____,"4,8,3,10|(NPp|(APA|rich|)|man|)|(VP|protect|)|(NPP|Ruth|)|~A rich man protected Ruth.4,17,5,11|(NPp|Haman|)|(VP|be|)|(APP|rich|)|~Haman was rich.",4|1|13|2|I|AbramA|beD|||4|1|14|23|N|AbramA|becomeA|||4|1|24|35|I|masterA|becomeA|||4|1|26|12|N|IsaacA|becomeA|||4|1|26|13|N|IsaacA|becomeA|||4|1|26|13|I|IsaacA|becomeA|||4|1|26|22|N|IsaacA|becomeA|||4|1|30|25|N|JacobA|becomeA|||4|1|30|43|I|JacobA|becomeA|||4|1|31|1|N|JacobA|becomeA|||4|6|1|8|N|JoshuaA|becomeA|||4|8|2|1|N|BoazA|beD|||4|8|3|10|N|||manA||4|9|2|7|N|personA|becomeA|||4|9|25|2|I|manA|beD|||4|10|12|1|N|manA|beD|||4|10|12|2|N|||manA||4|10|12|4|N|||manA||4|10|12|4|N|||manA||4|10|12|4|N|||manA||4|10|12|4|N|||manA||4|10|12|4|N|||manA||4|10|12|4|N|||manA||4|10|12|4|N|||manA||4|10|12|4|N|||manA||4|10|12|4|N|||manA||4|10|12|4|N|||manA||4|10|12|5|N|||manA||4|10|12|6|N|||manA||4|10|12|6|N|||manA||4|10|12|6|N|||manA||4|10|12|7|N|||manA||4|10|19|32|I|BarzillaiA|beD|||4|41|10|17|N|||manA||4|41|10|23|N|||personA||4|41|10|23|N|||personA||4|41|10|24|N|personA|beD|||4|41|10|24|N|||personA||4|41|10|24|N|||personA||4|41|10|25|N|||personA||4|41|10|25|N|||personA||4|41|12|41|N|||personA||4|42|12|21|N|||personA||4|42|12|21|N|||personA||4|42|12|21|N|||personA||4|42|12|21|N|||personA||4|42|12|27|I|SolomonA|beD|||4|42|14|12|N|||personA||4|42|14|12|N|||personA||4|42|16|1|N|||personA||4|42|16|1|N|||personA||4|42|16|1|N|||personA||4|42|16|1|N|||personA||4|42|16|1|N|||personA||4|42|16|2|N|||personA||4|42|16|2|N|||personA||4|42|16|2|N|||personA||4|42|16|19|N|||personA||4|42|16|19|N|||personA||4|42|16|19|N|||personA||4|42|16|20|N|||personA||4|42|16|21|N|||personA||4|42|16|22|N|||manA||4|42|16|22|N|||manA||4|42|16|23|N|personA|beD|||4|42|16|27|N|personA|beD|||4|42|16|30|N|||manA||4|42|18|23|E|rulerA|beD|||4|42|18|24|N|||personA||4|42|18|25|N|||personA||4|42|19|2|N|ZacchaeusA|beD|||4|42|21|1|N|||personA||4|50|4|19|E|GodA|beD|||,1,,0,,24,,1
174168,right,,42,,,0,the right-hand side,,,,GA_____,"4,2,15,6|(NPp|(APA|right|)|hand|(NPN|of|Yahweh|)|)|(VP|be|)|(APP|strong|)|~Yahweh's right hand was strong.",4|1|13|9|N|||sideA||4|1|13|9|N|||sideA||4|1|35|18|N|||handA||4|1|48|13|N|||sideA||4|1|48|13|N|||handA||4|1|48|14|N|||handA||4|1|48|17|N|||handA||4|1|48|17|N|||handA||4|1|48|17|N|||handA||4|1|48|18|N|||handA||4|2|14|22|N|||sideA||4|2|14|29|N|||sideA||4|2|15|6|N|||handA||4|2|15|6|N|||handA||4|2|15|12|N|||handA||4|6|1|7|N|||sideA||4|6|23|6|N|||sideA||4|7|3|16|N|||legA||4|7|5|26|N|||handA||4|7|7|20|N|||handA||4|7|16|29|N|||handA||4|9|11|2|N|||eyeA||4|10|20|9|N|||handA||4|16|8|4|N|||sideA||4|27|12|7|N|||handA||4|40|5|30|N|||handA||4|40|5|39|N|||cheekA||4|41|10|37|N|||sideA||4|41|10|40|N|||sideA||4|41|12|36|N|||sideA||4|41|12|36|N|||sideA||4|41|14|62|N|||sideA||4|41|15|27|N|||sideA||4|41|16|5|N|||sideA||4|41|16|19|N|||sideA||4|42|1|11|N|||sideA||4|42|6|6|N|||handA||4|42|20|42|N|||sideA||4|42|22|50|N|||earA||4|42|22|69|N|||sideA||4|42|23|33|N|||sideA||7|1|1|16|N|||eyeA||,1,,0,,15,,1
174230,true,,77,,,0,"true, not false, fake or unreal",,,,Gab____,"6,8,1,67|[A|(NPp|John|)|(VP|read|)|(NPP|book|)|]|(VP|be|)|(APP|true|)|~It is true that John read that book.4,40,5,45|(NPp|person|)|(VP|be|)|(NPS|(APA|true|)|child|)|~Those people are true children.",6|8|1|67|N|[read-A]|beV|||4|1|37|20|N|dreamA|becomeA|||4|1|42|14|N|thingC|beD|||4|2|6|3|N|||nameA||4|2|6|3|N|||nameA||4|6|7|20|N|[do-A]|beV|||4|6|14|7|N|||thingC||4|6|23|14|N|promiseA|becomeA|||4|16|5|8|N|thingC|beD|||4|16|6|6|N|thingB|beD|||4|16|8|6|N|thingC|beD|||4|17|2|23|N|reportA|beD|||4|27|2|45|N|dreamA|beD|||4|27|3|14|N|[serve-A]|beV|||4|27|3|14|N|[worship-A]|beV|||4|27|5|23|N|||LordA||4|27|8|13|N|visionA|becomeA|||4|27|8|26|N|visionA|beD|||4|27|10|1|N|messageA|beD|||4|40|1|22|N|thingC|becomeA|||4|41|8|17|N|||thingC||4|41|8|17|N|||thingC||4|41|8|21|N|||thingC||4|41|8|21|N|||thingC||4|41|12|32|N|||thingC||4|41|12|33|N|||thingC||4|41|12|33|N|||thingC||4|41|14|60|N|thingC|beD|||4|41|14|68|N|thingC|beD|||4|41|14|70|N|thingC|beD|||4|41|16|8|N|messageA|beD|||4|41|16|20|N|messageA|beD|||4|42|1|20|N|thingC|beD|||4|42|2|20|N|thingA|beD|||4|42|4|21|N|wordA|becomeA|||4|42|4|24|N|||thingC||4|42|9|27|N|||thingA||4|42|16|11|N|||treasureA||4|42|21|19|N|||lifeA||4|42|22|16|N|||meaningA||4|42|22|16|N|||meaningA||4|42|24|34|N|[become-A]|beV|||4|49|1|13|N|messageA|beD|||4|49|4|15|N|thingC|beD|||4|49|4|15|N|thingC|beD|||4|49|4|18|N|thingC|beD|||4|49|4|21|N|||thingD||4|49|4|21|N|||thingD||4|49|4|22|N|thingD|beD|||4|49|4|25|N|thingC|beD|||4|49|5|13|N|thingC|beD|||4|49|6|14|N|thingD|beD|||4|49|6|14|N|thingC|beD|||4|50|1|15|N|[talk/Bpreach-A]|beV|||4|50|1|25|N|thingD|beD|||4|50|4|3|N|||friendA||4|50|4|8|N|thingA|beD|||4|51|1|5|N|||messageA||4|51|2|19|N|||messageA||4|51|2|19|N|||messageA||4|52|1|5|N|wordA|beD|||4|52|1|9|N|||GodA||4|52|2|3|N|||thingC||4|52|2|5|N|thingB|beD|||4|53|2|10|N|||thingA||4|53|2|11|N|||thingD||4|53|2|12|N|||thingD||4|53|2|13|N|thingD|beD|||4|56|1|1|N|thingD|beD|||4|56|1|2|N|||thingC||4|56|1|13|N|||thingC||4|56|1|14|N|||thingD||4|56|2|1|N|||thingC||4|56|2|1|N|||thingC||4|56|2|8|N|thingC|beD|||4|56|3|8|N|thingC|beD|||4|56|3|8|N|thingC|beD|||,1,,0,,25,real,1
174233,upset,,30,,,0,"to be annoyed, worried, unhappy (John was upset.)",,,,G_B____,,4|1|4|5|I|CainA|lookB|||4|1|4|6|N|CainA|lookB|||4|1|26|35|I|IsaacA|becomeA|||4|1|27|33|I|IsaacA|becomeA|||4|1|42|21|I|JosephA|beD|||4|1|44|13|I|brotherA|beD|||4|1|45|5|N|brotherA|beD|||4|1|48|17|N|JosephA|beD|||4|6|7|6|N|JoshuaA|beD|||4|6|7|6|N|leaderA|beD|||4|7|16|16|I|SamsonA|beD|||4|9|8|6|N|SamuelA|becomeA|||4|9|30|6|I|DavidA|beD|||4|10|11|25|N|JoabA|beD|||4|10|12|18|I|DavidA|becomeA|||4|10|13|20|N|TamarA|beD|||4|10|14|5|N|womanA|beD|||4|10|17|23|I|AhithophelA|becomeA|||4|10|18|33|I|DavidA|becomeA|||4|10|24|14|E|DavidA|beD|||4|16|2|10|I|SanballatA|becomeA|||4|27|8|27|I|DanielA|beD|||4|40|2|3|N|HerodA|becomeA|||4|40|2|3|N|personA|becomeA|||4|41|6|20|I|HerodA|beD|||4|41|10|22|N|manA|becomeA|||4|41|13|7|N|followerA|becomeA|||4|41|13|17|E|womanA|beD|||4|41|14|33|N|JesusA|becomeA|||4|50|2|26|N|EpaphroditusA|beD|||,1,,0,,12,,1
174235,upset,,1,,,0,to worry and be unhappy because of something (John is upset about Mary's health.),,,,,,4|1|37|29|I|ReubenA|beD||JosephA|,1,,0,,,,0
174237,violent,,5,,,0,to be violent,,,,G_B____,"4,40,11,12|(NPp|(APA|violent|)|person|)|~violent people",4|1|6|11|I|personA|beD|||4|1|6|13|N|personA|beD|||4|27|11|14|N|||personA||4|51|3|11|N|nationA|beD|||4|56|1|7|N|personA|beD|||,1,,0,,20,,1
174240,well,,46,,,0,"healthy, good DELETE THIS ADJECTIVE - change all occurrences to 'healthy'",,,,G_B____,"7,1,1,9|(NPp|eye|(NPN|of|Melissa|)|)|(VP|be|)|(APP|well|)|~Melissa's eye was well.",4|2|21|21|N|slaveA|becomeA|||4|9|30|12|N|manA|feelA|||4|10|20|9|N|AmasaA|beD|||4|42|4|23|N|doctorA|becomeA|||4|42|4|27|N|personA|becomeA|||4|42|4|27|N|NaamanA|becomeA|||4|42|4|39|N|womanA|becomeA|||4|42|4|40|N|personA|becomeA|||4|42|5|12|N|manA|becomeA|||4|42|5|12|N|manA|becomeA|||4|42|5|13|N|manA|becomeA|||4|42|5|13|N|manA|becomeA|||4|42|5|13|N|manA|becomeA|||4|42|5|14|N|manA|becomeA|||4|42|5|14|N|personA|becomeA|||4|42|5|14|N|personA|becomeA|||4|42|5|14|N|manA|becomeA|||4|42|5|15|N|personA|becomeA|||4|42|5|17|N|personA|becomeA|||4|42|5|20|N|manA|becomeA|||4|42|6|7|N|manA|becomeA|||4|42|6|10|N|handA|becomeA|||4|42|6|18|N|personA|becomeA|||4|42|6|19|N|personA|becomeA|||4|42|7|3|N|servantA|becomeA|||4|42|7|4|N|servantA|becomeA|||4|42|7|7|N|servantA|beD|||4|42|7|7|N|servantA|becomeA|||4|42|7|10|N|servantA|beD|||4|42|7|21|N|personA|becomeA|||4|42|7|22|N|personA|beD|||4|42|8|2|N|womanA|becomeA|||4|42|8|35|N|manA|beD|||4|42|8|44|N|womanA|becomeA|||4|42|8|46|N|personA|beD|||4|42|8|47|N|womanA|becomeA|||4|42|8|47|N|womanA|becomeA|||4|42|8|48|N|womanA|becomeA|||4|42|8|50|N|daughterA|becomeA|||4|42|9|1|N|personA|becomeA|||4|42|9|2|N|personA|becomeA|||4|42|9|6|N|personA|becomeA|||4|42|9|11|N|personA|becomeA|||4|42|10|9|N|personA|becomeA|||7|1|1|9|N|eyeA|becomeA|||7|3|4|6|N|NinaA|becomeA|||,1,,0,,11,,1
174242,wet,,4,,,0,"has some water, not dry",,,,,,4|7|6|39|N|groundA|beD|||4|7|6|40|N|groundA|becomeA|||4|7|16|7|N|stringA|beD|||4|10|22|43|N|||dirtA||,1,,0,,,,0
174244,whole,,38,,,0,the entire thing,,,,GA_____,"4,2,12,9|(NPp|Israelite|)|(VP|roast|)|(NPP|(APA|whole|)|lamb|)|~The Israelites roasted the whole lamb.",4|1|13|9|N|||landA||4|1|13|9|N|||landA||4|1|17|8|N|||landA||4|2|12|4|N|||lambA||4|2|12|9|N|||lambA||4|2|19|5|N|||earthA||4|2|19|18|N|||mountainA||4|2|22|6|N|||fieldA||4|6|13|21|N|||regionA||4|7|20|26|N|||armyA||4|7|20|40|N|||cityA||4|27|2|35|N|||earthA||4|27|2|39|N|||earthA||4|27|6|3|N|||kingdomA||4|27|7|23|N|||earthA||4|27|8|5|N|||earthA||4|27|11|17|N|||armyA||4|40|5|29|N|||bodyB||4|40|5|30|N|||bodyB||4|41|1|28|N|||regionA||4|41|1|28|N|||regionA||4|41|4|21|N|||roomA||4|41|4|21|N|||roomA||4|41|6|55|N|||regionA||4|41|8|36|N|||earthA||4|41|8|36|N|||earthA||4|41|8|36|N|||earthA||4|41|8|36|N|||earthA||4|41|11|18|N|||crowdA||4|41|15|33|N|||countryA||4|41|15|33|N|||countryA||4|42|6|12|N|||nightA||4|42|9|25|N|||earthA||4|42|11|34|N|||bodyA||4|42|11|34|N|||bodyA||4|42|11|36|N|||bodyA||4|42|11|36|N|||bodyA||4|42|23|44|N|||countryA||,1,,0,,5,,1
174246,wide,,6,,,0,"wide, not narrow",,,,G__C___,"4,40,7,13|(NPp|gate|)|(VP|be|)|(APP|wide|)|~The gate was wide.",4|2|25|10|N|ark-of-the-covenantA|beD||centimeterA|4|2|25|17|N|coverA|beD||centimeterA|4|2|25|23|N|tableA|beD||centimeterA|4|2|25|25|N|woodB|beD||centimeterA|4|10|22|37|N|||pathA||4|27|3|1|N|statueA|beD||meterA|,1,,0,,15,,1
174248,wild,,42,,,0,"from the wild, not tamed or cultivated",,,,GA_____,"4,40,3,4|(NPp|John|)|(VP|eat|)|(NPP|(APA|wild|)|honey|)|~John ate wild honey.",4|1|1|24|N|||animalA||4|1|1|25|N|||animalA||4|1|1|26|N|||animalA||4|1|2|20|N|||animalA||4|1|3|1|N|||animalA||4|1|3|14|N|||animalA||4|1|4|7|N|||animalA||4|1|7|14|N|||animalA||4|1|7|21|N|||animalA||4|1|8|1|N|||animalA||4|1|9|10|N|||animalA||4|1|16|12|N|||donkeyA||4|1|27|3|N|||animalA||4|1|31|39|N|||animalA||4|1|37|20|N|||animalA||4|1|37|33|N|||animalA||4|1|44|28|N|||animalA||4|2|22|13|N|||animalA||4|2|22|13|N|||animalA||4|2|22|31|N|||animalA||4|2|23|11|N|||animalA||4|2|23|11|N|||animalA||4|2|23|29|N|||animalA||4|9|17|44|N|||animalA||4|9|17|46|N|||animalA||4|9|24|2|N|||goatA||4|10|21|10|N|||animalA||4|10|21|10|N|||animalA||4|16|8|15|N|||tree-oliveA||4|27|4|12|N|||animalA||4|27|4|21|N|||animalA||4|27|4|23|N|||animalA||4|27|4|25|N|||animalA||4|27|4|32|N|||animalA||4|27|5|21|N|||donkeyA||4|40|3|4|N|||honeyA||4|41|1|6|N|||honeyA||4|41|1|13|N|||animalA||4|41|4|18|N|||plantA||4|42|12|27|N|||flowerA||4|42|12|27|N|||flowerA||4|42|12|28|N|||plantA||,1,,0,,23,,1
174250,wise,,125,,,0,wise attribute,,,,Gab___f,"4,40,11,25|(NPp|person|)|(VP|be|)|(APP|wise|)|~The people were wise.4,40,24,45|(NPp|disciple|)|(VP|be|)|(NPS|(APA|wise|)|servant|)|~The disciples were wise servants.4,42,2,40|(NPp|Jesus|)|(VP|become|)|(APP|wise|)|~Jesus became wise.",4|1|3|6|N|womanA|becomeA|||4|1|41|8|N|||manA||4|1|41|33|I|manA|beD|||4|1|41|39|S|||personA||4|2|7|11|N|||manA||4|9|25|3|N|AbigailA|beD|||4|9|25|33|N|AbigailA|beD|||4|10|14|2|N|||womanA||4|10|14|20|N|DavidA|beD|||4|10|14|20|N|angelA|beD|||4|10|20|16|N|||womanA||4|17|1|13|N|||manA||4|17|1|14|N|||manA||4|17|1|14|N|||manA||4|17|1|14|N|||manA||4|17|1|16|N|||manA||4|17|1|21|N|||manA||4|27|1|4|N|manA|beD|||4|27|1|19|C|DanielA|beD||manA|4|27|1|20|i|manA|beD||magicianA|4|27|2|12|N|||manA||4|27|2|12|N|||manA||4|27|2|13|N|||manA||4|27|2|14|N|||manA||4|27|2|15|N|||manA||4|27|2|18|N|||manA||4|27|2|20|N|GodA|beD|||4|27|2|21|N|||personA||4|27|2|24|N|||manA||4|27|2|24|N|||manA||4|27|2|27|N|||manA||4|27|2|30|C|DanielA|beD||personA|4|27|2|48|N|||manA||4|27|3|2|N|||manA||4|27|3|3|N|||manA||4|27|3|3|N|||manA||4|27|3|27|N|||manA||4|27|3|27|N|||manA||4|27|4|6|N|||manA||4|27|4|6|N|||manA||4|27|4|6|N|||manA||4|27|4|18|N|||manA||4|27|4|18|N|||manA||4|27|5|7|N|||manA||4|27|5|8|N|||manA||4|27|5|8|N|||manA||4|27|5|8|N|||manA||4|27|5|8|N|||manA||4|27|5|8|N|||manA||4|27|5|11|I|manA|beD|||4|27|5|11|N|manA|beD|||4|27|5|11|N|godA|beD|||4|27|5|14|I|DanielA|beD|||4|27|5|15|N|||manA||4|27|5|15|N|||manA||4|27|5|15|N|||manA||4|27|5|15|N|||manA||4|27|11|33|N|personA|beD|||4|27|11|33|N|||personA||4|27|11|33|N|||personA||4|27|11|33|N|||personA||4|27|11|33|N|||personA||4|27|11|35|N|||personA||4|27|11|35|N|||personA||4|27|11|35|N|||personA||4|27|11|35|N|||personA||4|27|11|35|N|||personA||4|27|11|35|N|||personA||4|27|12|3|N|personA|beD|||4|27|12|10|N|||personA||4|40|2|1|N|||manA||4|40|2|1|N|||manA||4|40|2|1|N|||manA||4|40|2|1|N|||manA||4|40|2|2|N|||manA||4|40|2|3|N|||manA||4|40|2|7|N|||manA||4|40|2|7|N|||manA||4|40|2|8|N|||manA||4|40|2|8|N|||manA||4|40|2|9|N|||manA||4|40|2|9|N|||manA||4|40|2|9|N|||manA||4|40|2|9|N|||manA||4|40|2|10|N|||manA||4|40|2|10|N|||manA||4|40|2|11|N|||manA||4|40|2|11|N|||manA||4|40|2|11|N|||manA||4|40|2|11|N|||manA||4|40|2|11|N|||manA||4|40|2|11|N|||manA||4|40|2|11|N|||manA||4|40|2|11|N|||manA||4|40|2|11|N|||manA||4|40|2|11|N|||manA||4|40|2|12|N|||manA||4|40|2|12|N|||manA||4|40|2|12|N|||manA||4|40|2|12|N|||manA||4|40|2|12|N|||manA||4|40|2|13|N|||manA||4|40|2|16|N|||manA||4|40|2|16|N|||manA||4|42|2|40|I|JesusA|beD|||4|42|2|52|N|JesusA|becomeA|||4|42|7|35|N|personA|beD|||4|42|10|21|N|||personA||4|42|10|21|N|||personA||4|42|11|49|N|GodA|beD|||4|42|12|42|N|||slaveA||4|42|12|42|N|||slaveA||4|49|1|8|E|GodA|beD|||4|49|1|17|N|personA|beD|||4|49|3|10|E|GodA|beD|||4|49|4|13|N|PaulA|beD|||4|49|5|15|N|personA|beD|||4|49|5|15|N|personA|beD|||4|51|1|9|N|personA|beD|||4|51|2|3|N|personA|beD|||4|51|2|8|N|personA|beD|||4|51|2|23|N|personA|beD|||4|51|2|23|N|personA|beD|||4|51|3|16|N|personA|beD|||4|56|2|5|N|womanA|beD|||,1,,0,,13,,1
